사건,신고시각,출동시각,현장도착시각,구조완료시각,복귀시각,신고,출동,구조,복귀,현장시도명,현장시군구명,손상지역경도,손상지역위도,사고원인명,소방서명,센터명,처리결과구분명,계절명
709,2023.3.11 16:18,2023.3.11 16:20,2023.3.11 16:25,2023.3.11 16:35,2023.3.11 16:40,0:02,0:05,0:10,0:05,서울특별시,영등포구,126.9385199,37.52576513,기타 수난 ,용산소방서,이촌119안전센터,구급대 인계,봄
710,2023.3.11 16:18,2023.3.11 16:20,2023.3.11 16:25,2023.3.11 16:26,2023.3.11 16:50,0:02,0:05,0:01,0:24,서울특별시,영등포구,126.9385199,37.52576513,기타 수난 ,영등포소방서,구조대,타기관 인계,봄
711,2023.3.11 16:18,2023.3.11 16:19,2023.3.11 16:23,2023.3.11 16:25,2023.3.11 16:40,0:01,0:04,0:02,0:15,서울특별시,영등포구,126.9385199,37.52576513,기타 수난 ,119특수구조단,여의도수난구조대,구급대 인계,봄
712,2023.3.11 17:02,2023.3.11 17:03,2023.3.11 17:07,2023.3.11 18:10,2023.3.11 18:10,0:01,0:04,1:03,0:00,서울특별시,강동구,127.1176636,37.54495184,기타 수난 ,119특수구조단,광나루수난구조대,인명검색,봄
713,2023.3.11 17:04,2023.3.11 17:07,2023.3.11 17:13,2023.3.11 17:14,2023.3.11 17:35,0:03,0:06,0:01,0:21,서울특별시,송파구,127.0937691,37.52162199,기타 수난 ,광진소방서,구조대,타기관 인계,봄
714,2023.3.11 17:04,2023.3.11 17:07,2023.3.11 17:13,2023.3.11 17:14,2023.3.11 17:35,0:03,0:06,0:01,0:21,서울특별시,송파구,127.0937691,37.52162199,수색,광진소방서,현장대응단,타기관 인계,봄
715,2023.3.11 17:04,2023.3.11 17:07,2023.3.11 17:13,2023.3.11 17:14,2023.3.11 17:30,0:03,0:06,0:01,0:16,서울특별시,송파구,127.0937691,37.52162199,기타 수난 ,119특수구조단,뚝섬수난구조대,자체처리,봄
716,2023.3.11 17:04,2023.3.11 17:07,2023.3.11 17:13,2023.3.11 17:20,2023.3.11 17:25,0:03,0:06,0:07,0:05,서울특별시,송파구,127.0937691,37.52162199,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,봄
717,2023.3.11 19:17,2023.3.11 19:19,2023.3.11 19:22,2023.3.11 19:23,2023.3.11 19:30,0:02,0:03,0:01,0:07,서울특별시,영등포구,126.9019293,37.54106741,기타 수난 ,영등포소방서,구조대,타기관 인계,봄
718,2023.3.11 19:17,2023.3.11 19:18,2023.3.11 19:22,2023.3.11 19:22,2023.3.11 19:30,0:01,0:04,0:00,0:08,서울특별시,영등포구,126.9019293,37.54106741,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
719,2023.3.11 19:33,2023.3.11 19:33,2023.3.11 19:36,2023.3.11 19:36,2023.3.11 19:45,0:00,0:03,0:00,0:09,서울특별시,마포구,126.9281494,37.54194807,기타 수난 ,마포소방서,구조대,타기관 인계,봄
720,2023.3.11 19:33,2023.3.11 19:33,2023.3.11 19:34,2023.3.11 19:34,2023.3.11 19:40,0:00,0:01,0:00,0:06,서울특별시,마포구,126.9281494,37.54194807,기타 수난 ,119특수구조단,여의도수난구조대,기타안전조치,봄
721,2023.3.11 23:04,2023.3.11 23:05,2023.3.11 23:08,2023.3.11 23:08,2023.3.11 23:15,0:01,0:03,0:00,0:07,서울특별시,용산구,126.9569952,37.51500577,기타 수난 ,119특수구조단,여의도수난구조대,기타안전조치,봄
722,2023.3.11 23:25,2023.3.11 23:26,2023.3.11 23:31,2023.3.11 23:32,2023.3.11 23:40,0:01,0:05,0:01,0:08,서울특별시,마포구,126.9410926,37.53642409,기타 수난 ,영등포소방서,구조대,타기관 인계,봄
723,2023.3.11 23:25,2023.3.11 23:26,2023.3.11 23:28,2023.3.11 23:40,2023.3.11 23:50,0:01,0:02,0:12,0:10,서울특별시,마포구,126.9410926,37.53642409,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
724,2023.3.12 0:38,2023.3.12 0:41,2023.3.12 0:50,2023.3.12 1:20,2023.3.12 1:25,0:03,0:09,0:30,0:05,서울특별시,용산구,127.011266,37.52883006,수색,용산소방서,이태원119안전센터,인명검색,봄
725,2023.3.12 0:45,2023.3.12 0:46,2023.3.12 0:49,2023.3.12 0:50,2023.3.12 0:55,0:01,0:03,0:01,0:05,서울특별시,강남구,127.0554289,37.52750891,기타 수난 ,광진소방서,구조대,타 기관처리,봄
726,2023.3.12 0:45,2023.3.12 0:46,2023.3.12 0:49,2023.3.12 0:52,2023.3.12 1:00,0:01,0:03,0:03,0:08,서울특별시,강남구,127.0554289,37.52750891,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,봄
727,2023.3.12 4:44,2023.3.12 4:45,2023.3.12 4:50,2023.3.12 4:50,2023.3.12 4:55,0:01,0:05,0:00,0:05,서울특별시,마포구,126.9411547,37.53664937,기타 수난 ,마포소방서,구조대,타기관 인계,봄
728,2023.3.12 4:44,2023.3.12 4:45,2023.3.12 4:47,2023.3.12 4:50,2023.3.12 4:55,0:01,0:02,0:03,0:05,서울특별시,마포구,126.9411547,37.53664937,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
729,2023.3.12 9:12,2023.3.12 9:13,2023.3.12 9:13,2023.3.12 10:00,2023.3.12 10:00,0:01,0:00,0:47,0:00,서울특별시,강동구,127.117677,37.5449483,수색,119특수구조단,광나루수난구조대,인명검색,봄
730,2023.3.12 10:01,2023.3.12 10:02,2023.3.12 10:06,2023.3.12 11:00,2023.3.12 11:00,0:01,0:04,0:54,0:00,서울특별시,용산구,126.9954561,37.51910996,수색,119특수구조단,반포수난구조대,인명검색,봄
731,2023.3.12 11:03,2023.3.12 11:04,2023.3.12 11:09,2023.3.12 11:11,2023.3.12 11:23,0:01,0:05,0:02,0:12,서울특별시,마포구,126.9410583,37.53665346,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,봄
732,2023.3.12 11:03,2023.3.12 11:04,2023.3.12 11:06,2023.3.12 11:08,2023.3.12 11:20,0:01,0:02,0:02,0:12,서울특별시,마포구,126.9410583,37.53665346,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
733,2023.3.12 13:38,2023.3.12 13:39,2023.3.12 13:43,2023.3.12 13:49,2023.3.12 13:49,0:01,0:04,0:06,0:00,서울특별시,서초구,126.9958434,37.51122759,수색,119특수구조단,반포수난구조대,타기관 인계,봄
734,2023.3.12 13:48,2023.3.12 13:49,2023.3.12 13:50,2023.3.12 14:30,2023.3.12 14:30,0:01,0:01,0:40,0:00,서울특별시,용산구,126.9945907,37.51845592,수색,119특수구조단,반포수난구조대,인명검색,봄
735,2023.3.12 16:10,2023.3.12 16:11,2023.3.12 16:11,2023.3.12 16:45,2023.3.12 16:45,0:01,0:00,0:34,0:00,서울특별시,강동구,127.117646,37.54498181,수색,119특수구조단,광나루수난구조대,인명검색,봄
736,2023.3.12 16:22,2023.3.12 16:25,2023.3.12 16:30,2023.3.12 16:31,2023.3.12 16:45,0:03,0:05,0:01,0:14,서울특별시,영등포구,126.9138251,37.53745031,고립,영등포소방서,여의도119안전센터,타 기관처리,봄
737,2023.3.12 16:22,2023.3.12 16:25,2023.3.12 16:30,2023.3.12 16:31,2023.3.12 16:50,0:03,0:05,0:01,0:19,서울특별시,영등포구,126.9138251,37.53745031,고립,마포소방서,구조대,타기관 인계,봄
738,2023.3.12 16:22,2023.3.12 16:25,2023.3.12 16:26,2023.3.12 16:28,2023.3.12 17:10,0:03,0:01,0:02,0:42,서울특별시,영등포구,126.9138251,37.53745031,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
739,2023.3.12 21:26,2023.3.12 21:27,2023.3.12 21:28,2023.3.12 21:30,2023.3.12 21:35,0:01,0:01,0:02,0:05,서울특별시,마포구,126.9283285,37.54202233,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
740,2023.3.13 9:59,2023.3.13 10:00,2023.3.13 11:00,2023.3.13 11:00,2023.3.13 11:00,0:01,1:00,0:00,0:00,서울특별시,강동구,127.1173922,37.54436376,수색,119특수구조단,광나루수난구조대,인명검색,봄
741,2023.3.13 10:11,2023.3.13 10:13,2023.3.13 10:16,2023.3.13 11:00,2023.3.13 11:18,0:02,0:03,0:44,0:18,서울특별시,서초구,126.99624,37.51409204,수색,119특수구조단,반포수난구조대,인명검색,봄
742,2023.3.13 14:17,2023.3.13 14:18,2023.3.13 14:21,2023.3.13 15:10,2023.3.13 15:18,0:01,0:03,0:49,0:08,서울특별시,용산구,126.9941924,37.51693012,수색,119특수구조단,반포수난구조대,인명검색,봄
743,2023.3.13 16:03,2023.3.13 16:04,2023.3.13 16:55,2023.3.13 16:55,2023.3.13 16:55,0:01,0:51,0:00,0:00,서울특별시,강동구,127.1178028,37.54532111,수색,119특수구조단,광나루수난구조대,인명검색,봄
744,2023.3.13 21:17,2023.3.13 21:18,2023.3.13 21:21,2023.3.13 21:28,2023.3.13 21:33,0:01,0:03,0:07,0:05,서울특별시,마포구,126.9417194,37.53686206,기타 수난 ,마포소방서,구조대,안전조치,봄
745,2023.3.13 22:27,2023.3.13 22:28,2023.3.13 22:32,2023.3.13 22:38,2023.3.13 22:45,0:01,0:04,0:06,0:07,서울특별시,마포구,126.9414264,37.53678343,수색,영등포소방서,구조대,타기관 인계,봄
746,2023.3.14 1:14,2023.3.14 1:15,2023.3.14 1:22,2023.3.14 1:35,2023.3.14 1:40,0:01,0:07,0:13,0:05,서울특별시,용산구,126.9505878,37.52941295,기타 수난 ,용산소방서,구조대,자체처리,봄
747,2023.3.14 1:38,2023.3.14 1:39,2023.3.14 1:43,2023.3.14 1:48,2023.3.14 2:00,0:01,0:04,0:05,0:12,서울특별시,용산구,127.0106226,37.52981897,기타 수난 ,용산소방서,이태원119안전센터,타기관 인계,봄
748,2023.3.14 1:38,2023.3.14 1:39,2023.3.14 1:43,2023.3.14 1:52,2023.3.14 2:05,0:01,0:04,0:09,0:13,서울특별시,용산구,127.0106226,37.52981897,기타 수난 ,용산소방서,구조대,자체처리,봄
749,2023.3.14 2:25,2023.3.14 2:27,2023.3.14 2:30,2023.3.14 2:36,2023.3.14 2:40,0:02,0:03,0:06,0:04,서울특별시,송파구,127.1127201,37.54262822,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,봄
750,2023.3.14 9:30,2023.3.14 9:31,2023.3.14 9:36,2023.3.14 10:30,2023.3.14 10:30,0:01,0:05,0:54,0:00,서울특별시,강동구,127.11776,37.54508689,기타 수난 ,119특수구조단,광나루수난구조대,인명검색,봄
751,2023.3.14 10:19,2023.3.14 10:20,2023.3.14 10:21,2023.3.14 11:00,2023.3.14 11:10,0:01,0:01,0:39,0:10,서울특별시,강남구,127.0152478,37.52653206,수색,119특수구조단,반포수난구조대,인명검색,봄
752,2023.3.14 11:16,2023.3.14 11:17,2023.3.14 11:24,2023.3.14 11:35,2023.3.14 12:00,0:01,0:07,0:11,0:25,서울특별시,송파구,127.0923088,37.52324615,기타 수난 ,광진소방서,구조대,타 기관처리,봄
753,2023.3.14 11:16,2023.3.14 11:17,2023.3.14 11:24,2023.3.14 11:35,2023.3.14 11:50,0:01,0:07,0:11,0:15,서울특별시,송파구,127.0923088,37.52324615,기타 수난 ,송파소방서,잠실119안전센터,타기관 인계,봄
754,2023.3.14 11:16,2023.3.14 11:17,2023.3.14 11:24,2023.3.14 11:30,2023.3.14 11:30,0:01,0:07,0:06,0:00,서울특별시,송파구,127.0923088,37.52324615,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,봄
755,2023.3.14 13:00,2023.3.14 13:01,2023.3.14 13:07,2023.3.14 13:50,2023.3.14 13:50,0:01,0:06,0:43,0:00,서울특별시,강남구,127.0556389,37.52761898,수색,강남소방서,현장대응단,타 기관처리,봄
756,2023.3.14 13:00,2023.3.14 13:01,2023.3.14 13:02,2023.3.14 13:20,2023.3.14 13:30,0:01,0:01,0:18,0:10,서울특별시,강남구,127.0556389,37.52761898,기타 수난 ,119특수구조단,뚝섬수난구조대,인명검색,봄
757,2023.3.14 13:14,2023.3.14 13:15,2023.3.14 13:18,2023.3.14 13:22,2023.3.14 13:30,0:01,0:03,0:04,0:08,서울특별시,영등포구,126.8887429,37.54676824,기타 수난 ,119특수구조단,여의도수난구조대,구급대 인계,봄
758,2023.3.14 15:08,2023.3.14 15:09,2023.3.14 15:10,2023.3.14 16:00,2023.3.14 16:10,0:01,0:01,0:50,0:10,서울특별시,서초구,126.9966076,37.51445696,수색,119특수구조단,반포수난구조대,인명검색,봄
759,2023.3.14 16:13,2023.3.14 16:15,2023.3.14 16:20,2023.3.14 17:10,2023.3.14 17:10,0:02,0:05,0:50,0:00,서울특별시,강동구,127.1174672,37.5450534,기타 수난 ,119특수구조단,광나루수난구조대,인명검색,봄
760,2023.3.14 22:51,2023.3.14 22:52,2023.3.14 22:58,2023.3.14 23:05,2023.3.14 23:17,0:01,0:06,0:07,0:12,서울특별시,강서구,126.85867,37.56616265,기타 수난 ,119특수구조단,여의도수난구조대,구급대 인계,봄
761,2023.3.14 23:17,2023.3.14 23:17,2023.3.14 23:19,2023.3.15 0:03,2023.3.15 0:26,0:00,0:02,0:44,0:23,서울특별시,강서구,126.8523201,37.56972661,기타 수난 ,119특수구조단,여의도수난구조대,인명검색,봄
762,2023.3.15 0:11,2023.3.15 0:13,2023.3.15 0:19,2023.3.15 0:21,2023.3.15 0:35,0:02,0:06,0:02,0:14,서울특별시,용산구,127.011274,37.52899287,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,봄
763,2023.3.15 0:26,2023.3.15 0:26,2023.3.15 0:28,2023.3.15 0:33,2023.3.15 0:40,0:00,0:02,0:05,0:07,서울특별시,영등포구,126.9015705,37.54068974,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
764,2023.3.15 2:20,2023.3.15 2:22,2023.3.15 2:28,2023.3.15 2:32,2023.3.15 2:35,0:02,0:06,0:04,0:03,서울특별시,강동구,127.1111334,37.54540495,기타 수난 ,강동소방서,천호119안전센터,타기관 인계,봄
765,2023.3.15 2:20,2023.3.15 2:22,2023.3.15 2:25,2023.3.15 2:40,2023.3.15 2:40,0:02,0:03,0:15,0:00,서울특별시,강동구,127.1111334,37.54540495,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,봄
766,2023.3.15 9:38,2023.3.15 9:39,2023.3.15 9:39,2023.3.15 10:10,2023.3.15 10:10,0:01,0:00,0:31,0:00,서울특별시,강동구,127.1324917,37.56642948,수색,119특수구조단,광나루수난구조대,인명검색,봄
767,2023.3.15 10:01,2023.3.15 10:02,2023.3.15 10:10,2023.3.15 11:00,2023.3.15 11:00,0:01,0:08,0:50,0:00,서울특별시,서초구,126.9967156,37.5120463,수색,119특수구조단,반포수난구조대,인명검색,봄
768,2023.3.15 11:18,2023.3.15 11:18,2023.3.15 11:24,2023.3.15 11:26,2023.3.15 11:31,0:00,0:06,0:02,0:05,서울특별시,광진구,127.0962195,37.53284301,기타 수난 ,광진소방서,구조대,타 기관처리,봄
769,2023.3.15 11:18,2023.3.15 11:18,2023.3.15 11:26,2023.3.15 11:26,2023.3.15 11:40,0:00,0:08,0:00,0:14,서울특별시,광진구,127.0962195,37.53284301,익수,강동소방서,구조대,인명검색,봄
770,2023.3.15 11:18,2023.3.15 11:18,2023.3.15 11:18,2023.3.15 11:25,2023.3.15 11:25,0:00,0:00,0:07,0:00,서울특별시,광진구,127.0962195,37.53284301,익수,송파소방서,잠실119안전센터,타 기관처리,봄
771,2023.3.15 11:18,2023.3.15 11:18,2023.3.15 11:22,2023.3.15 11:26,2023.3.15 11:30,0:00,0:04,0:04,0:04,서울특별시,광진구,127.0962195,37.53284301,기타 수난 ,119특수구조단,뚝섬수난구조대,인명구조,봄
772,2023.3.15 11:59,2023.3.15 12:00,2023.3.15 12:03,2023.3.15 12:06,2023.3.15 12:20,0:01,0:03,0:03,0:14,서울특별시,마포구,126.9412428,37.53662046,기타 수난 ,용산소방서,이촌119안전센터,타기관 인계,봄
773,2023.3.15 11:59,2023.3.15 12:00,2023.3.15 12:02,2023.3.15 12:02,2023.3.15 12:10,0:01,0:02,0:00,0:08,서울특별시,마포구,126.9412428,37.53662046,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
774,2023.3.15 12:51,2023.3.15 12:53,2023.3.15 12:59,2023.3.15 13:05,2023.3.15 13:18,0:02,0:06,0:06,0:13,서울특별시,송파구,127.0926681,37.52293691,기타 수난 ,광진소방서,구조대,타기관 인계,봄
775,2023.3.15 12:51,2023.3.15 12:53,2023.3.15 12:59,2023.3.15 13:05,2023.3.15 13:15,0:02,0:06,0:06,0:10,서울특별시,송파구,127.0926681,37.52293691,수색,광진소방서,현장대응단,타기관 인계,봄
776,2023.3.15 12:51,2023.3.15 12:53,2023.3.15 12:59,2023.3.15 13:05,2023.3.15 13:20,0:02,0:06,0:06,0:15,서울특별시,송파구,127.0926681,37.52293691,기타 수난 ,119특수구조단,뚝섬수난구조대,인명구조,봄
777,2023.3.15 13:58,2023.3.15 13:59,2023.3.15 14:04,2023.3.15 15:00,2023.3.15 15:00,0:01,0:05,0:56,0:00,서울특별시,용산구,126.9958562,37.51808667,수색,119특수구조단,반포수난구조대,인명검색,봄
778,2023.3.15 14:33,2023.3.15 14:36,2023.3.15 14:38,2023.3.15 14:45,2023.3.15 15:00,0:03,0:02,0:07,0:15,서울특별시,마포구,126.9418021,37.53712273,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
779,2023.3.15 16:10,2023.3.15 16:11,2023.3.15 16:11,2023.3.15 16:50,2023.3.15 16:50,0:01,0:00,0:39,0:00,서울특별시,강동구,127.1172756,37.54515593,수색,119특수구조단,광나루수난구조대,인명검색,봄
780,2023.3.15 16:12,2023.3.15 16:13,2023.3.15 16:14,2023.3.15 16:14,2023.3.15 16:25,0:01,0:01,0:00,0:11,서울특별시,마포구,126.9283982,37.54212617,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
781,2023.3.15 20:12,2023.3.15 20:14,2023.3.15 20:16,2023.3.15 20:45,2023.3.15 20:50,0:02,0:02,0:29,0:05,서울특별시,영등포구,126.9166089,37.52816462,기타 수난 ,119특수구조단,여의도수난구조대,기타안전조치,봄
782,2023.3.15 20:49,2023.3.15 20:50,2023.3.15 20:52,2023.3.15 20:54,2023.3.15 21:00,0:01,0:02,0:02,0:06,서울특별시,서초구,126.9808699,37.50629161,수색,119특수구조단,반포수난구조대,인명검색,봄
783,2023.3.15 22:21,2023.3.15 22:23,2023.3.15 22:28,2023.3.15 22:36,2023.3.15 22:40,0:02,0:05,0:08,0:04,서울특별시,마포구,126.9413048,37.53637464,수색,영등포소방서,구조대,타기관 인계,봄
784,2023.3.15 22:21,2023.3.15 22:23,2023.3.15 22:25,2023.3.15 22:25,2023.3.15 22:35,0:02,0:02,0:00,0:10,서울특별시,마포구,126.9413048,37.53637464,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
785,2023.3.15 23:01,2023.3.15 23:02,2023.3.15 23:04,2023.3.15 23:04,2023.3.15 23:15,0:01,0:02,0:00,0:11,서울특별시,마포구,126.9284172,37.54222937,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
786,2023.3.16 5:16,2023.3.16 5:17,2023.3.16 5:18,2023.3.16 5:50,2023.3.16 5:50,0:01,0:01,0:32,0:00,서울특별시,마포구,126.92826,37.54202374,기타 수난 ,119특수구조단,여의도수난구조대,기타안전조치,봄
787,2023.3.16 7:08,2023.3.16 7:09,2023.3.16 7:20,2023.3.16 7:20,2023.3.16 7:40,0:01,0:11,0:00,0:20,서울특별시,강서구,126.8592631,37.56725157,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
788,2023.3.16 9:58,2023.3.16 9:59,2023.3.16 11:00,2023.3.16 11:00,2023.3.16 11:00,0:01,1:01,0:00,0:00,서울특별시,강동구,127.1172212,37.54501638,수색,119특수구조단,광나루수난구조대,인명검색,봄
789,2023.3.16 10:30,2023.3.16 10:31,2023.3.16 10:34,2023.3.16 11:11,2023.3.16 11:15,0:01,0:03,0:37,0:04,서울특별시,서초구,126.9952535,37.51525833,수색,119특수구조단,반포수난구조대,인명검색,봄
790,2023.3.16 11:48,2023.3.16 11:49,2023.3.16 11:53,2023.3.16 12:02,2023.3.16 12:05,0:01,0:04,0:09,0:03,서울특별시,마포구,126.9281993,37.54196507,기타 수난 ,마포소방서,구조대,타기관 인계,봄
791,2023.3.16 13:56,2023.3.16 13:57,2023.3.16 13:57,2023.3.16 15:00,2023.3.16 15:00,0:01,0:00,1:03,0:00,서울특별시,송파구,127.1099658,37.54259769,수색,119특수구조단,광나루수난구조대,인명검색,봄
792,2023.3.16 14:00,2023.3.16 14:02,2023.3.16 14:05,2023.3.16 14:46,2023.3.16 14:50,0:02,0:03,0:41,0:04,서울특별시,서초구,126.9895321,37.51075087,수색,119특수구조단,반포수난구조대,인명검색,봄
793,2023.3.16 17:36,2023.3.16 17:37,2023.3.16 17:43,2023.3.16 17:55,2023.3.16 18:10,0:01,0:06,0:12,0:15,서울특별시,송파구,127.0943135,37.52085965,기타 수난 ,송파소방서,잠실119안전센터,타기관 인계,봄
794,2023.3.16 17:36,2023.3.16 17:37,2023.3.16 17:43,2023.3.16 17:43,2023.3.16 18:00,0:01,0:06,0:00,0:17,서울특별시,송파구,127.0943135,37.52085965,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,봄
795,2023.3.16 17:36,2023.3.16 17:37,2023.3.16 17:39,2023.3.16 17:45,2023.3.16 17:55,0:01,0:02,0:06,0:10,서울특별시,송파구,127.0943135,37.52085965,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,봄
796,2023.3.16 17:42,2023.3.16 17:43,2023.3.16 17:47,2023.3.16 17:48,2023.3.16 18:00,0:01,0:04,0:01,0:12,서울특별시,마포구,126.9281929,37.54186007,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,봄
797,2023.3.16 17:42,2023.3.16 17:43,2023.3.16 17:45,2023.3.16 17:50,2023.3.16 17:55,0:01,0:02,0:05,0:05,서울특별시,마포구,126.9281929,37.54186007,기타 수난 ,마포소방서,구조대,타기관 인계,봄
798,2023.3.16 19:32,2023.3.16 19:33,2023.3.16 19:40,2023.3.16 20:54,2023.3.16 21:20,0:01,0:07,1:14,0:26,서울특별시,영등포구,126.9021604,37.54131238,기타 수난 ,영등포소방서,구조대,구급대 인계,봄
799,2023.3.16 20:19,2023.3.16 20:20,2023.3.16 20:26,2023.3.16 20:27,2023.3.16 20:40,0:01,0:06,0:01,0:13,서울특별시,마포구,126.9411992,37.53664392,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,봄
800,2023.3.16 20:19,2023.3.16 20:20,2023.3.16 20:26,2023.3.16 20:27,2023.3.16 20:33,0:01,0:06,0:01,0:06,서울특별시,마포구,126.9411992,37.53664392,기타 수난 ,마포소방서,구조대,타기관 인계,봄
801,2023.3.16 21:26,2023.3.16 21:27,2023.3.16 21:31,2023.3.16 21:37,2023.3.16 21:45,0:01,0:04,0:06,0:08,서울특별시,강남구,127.02159,37.53541182,기타 수난 ,119특수구조단,뚝섬수난구조대,기타안전조치,봄
802,2023.3.16 21:26,2023.3.16 21:27,2023.3.16 21:32,2023.3.16 21:45,2023.3.16 21:55,0:01,0:05,0:13,0:10,서울특별시,강남구,127.02159,37.53541182,수색,성동소방서,금호119안전센터,오인신고,봄
803,2023.3.16 22:19,2023.3.16 22:21,2023.3.16 22:26,2023.3.16 22:28,2023.3.16 22:50,0:02,0:05,0:02,0:22,서울특별시,마포구,126.9409595,37.53663126,기타 수난 ,영등포소방서,여의도119안전센터,타기관 인계,봄
804,2023.3.17 3:45,2023.3.17 3:46,2023.3.17 3:48,2023.3.17 3:51,2023.3.17 3:55,0:01,0:02,0:03,0:04,서울특별시,강동구,127.11505,37.54302468,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,봄
805,2023.3.17 9:06,2023.3.17 9:08,2023.3.17 9:13,2023.3.17 9:55,2023.3.17 9:55,0:02,0:05,0:42,0:00,서울특별시,강동구,127.1174601,37.54502412,기타 수난 ,119특수구조단,광나루수난구조대,인명검색,봄
806,2023.3.17 10:48,2023.3.17 10:49,2023.3.17 10:54,2023.3.17 10:54,2023.3.17 11:08,0:01,0:05,0:00,0:14,서울특별시,마포구,126.9412173,37.53645926,기타 수난 ,영등포소방서,구조대,타기관 인계,봄
807,2023.3.17 11:10,2023.3.17 11:10,2023.3.17 11:11,2023.3.17 11:45,2023.3.17 11:50,0:00,0:01,0:34,0:05,서울특별시,서초구,126.9965247,37.51179435,수색,119특수구조단,반포수난구조대,인명검색,봄
808,2023.3.17 14:37,2023.3.17 14:38,2023.3.17 14:38,2023.3.17 15:20,2023.3.17 15:25,0:01,0:00,0:42,0:05,서울특별시,서초구,126.9811266,37.50643401,수색,119특수구조단,반포수난구조대,인명검색,봄
809,2023.3.17 16:38,2023.3.17 16:39,2023.3.17 16:45,2023.3.17 17:30,2023.3.17 17:30,0:01,0:06,0:45,0:00,서울특별시,강동구,127.1175279,37.54497901,기타 수난 ,119특수구조단,광나루수난구조대,인명검색,봄
810,2023.3.17 20:25,2023.3.17 20:26,2023.3.17 20:29,2023.3.17 20:31,2023.3.17 20:40,0:01,0:03,0:02,0:09,서울특별시,마포구,126.9286202,37.5426954,기타 수난 ,마포소방서,구조대,타기관 인계,봄
811,2023.3.17 21:53,2023.3.17 21:55,2023.3.17 22:04,2023.3.17 22:25,2023.3.17 22:30,0:02,0:09,0:21,0:05,서울특별시,용산구,127.0111625,37.52891816,기타 수난 ,용산소방서,이태원119안전센터,인명검색,봄
812,2023.3.17 22:33,2023.3.17 22:35,2023.3.17 22:41,2023.3.17 22:41,2023.3.17 22:55,0:02,0:06,0:00,0:14,서울특별시,서초구,126.9806513,37.50483512,기타 수난 ,서초소방서,구조대,타 기관처리,봄
813,2023.3.17 22:37,2023.3.17 22:41,2023.3.17 22:42,2023.3.17 22:42,2023.3.17 22:42,0:04,0:01,0:00,0:00,서울특별시,강남구,127.0130337,37.52701068,기타 수난 ,119특수구조단,뚝섬수난구조대,인명검색,봄
814,2023.3.18 0:15,2023.3.18 0:16,2023.3.18 0:19,2023.3.18 0:25,2023.3.18 0:29,0:01,0:03,0:06,0:04,서울특별시,서초구,126.9809449,37.50612933,기타 수난 ,서초소방서,구조대,타 기관처리,봄
815,2023.3.18 2:17,2023.3.18 2:18,2023.3.18 2:21,2023.3.18 2:30,2023.3.18 2:40,0:01,0:03,0:09,0:10,서울특별시,마포구,126.9412269,37.53638559,수색,영등포소방서,구조대,타기관 인계,봄
816,2023.3.18 2:17,2023.3.18 2:18,2023.3.18 2:24,2023.3.18 2:25,2023.3.18 2:30,0:01,0:06,0:01,0:05,서울특별시,마포구,126.9412269,37.53638559,기타 수난 ,마포소방서,구조대,타기관 인계,봄
817,2023.3.18 2:17,2023.3.18 2:18,2023.3.18 2:21,2023.3.18 2:25,2023.3.18 2:35,0:01,0:03,0:04,0:10,서울특별시,마포구,126.9412269,37.53638559,기타 수난 ,119특수구조단,여의도수난구조대,타기관 인계,봄
818,2023.3.18 2:55,2023.3.18 2:56,2023.3.18 3:00,2023.3.18 3:22,2023.3.18 3:30,0:01,0:04,0:22,0:08,서울특별시,영등포구,126.9008292,37.53985744,수색,영등포소방서,구조대,타기관 인계,봄
819,2023.3.18 5:38,2023.3.18 5:39,2023.3.18 5:47,2023.3.18 5:55,2023.3.18 6:00,0:01,0:08,0:08,0:05,서울특별시,강남구,127.022785,37.53355498,기타 수난 ,119특수구조단,뚝섬수난구조대,인명검색,봄
