사건,신고시각,출동시각,현장도착시각,구조완료시각,복귀시각,신고,출동,구조,복귀,현장시도명,현장시군구명,손상지역경도,손상지역위도,사고원인명,소방서명,센터명,처리결과구분명,계절명
2729,2023.9.13 21:25,2023.9.13 21:27,2023.9.13 21:29,2023.9.13 21:35,2023.9.13 21:40,0:02,0:02,0:06,0:05,서울특별시,송파구,127.1150481,37.54204181,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,가을
2730,2023.9.13 21:53,2023.9.13 21:55,2023.9.13 22:00,2023.9.13 22:00,2023.9.13 22:05,0:02,0:05,0:00,0:05,서울특별시,마포구,126.94134,37.53647575,기타 수난 ,마포소방서,구조대,타기관 인계,가을
2731,2023.9.13 22:06,2023.9.13 22:09,2023.9.13 22:14,2023.9.13 22:14,2023.9.13 22:35,0:03,0:05,0:00,0:21,서울특별시,영등포구,126.9033497,37.54260221,기타 수난 ,영등포소방서,구조대,타기관 인계,가을
2732,2023.9.13 23:06,2023.9.13 23:07,2023.9.13 23:12,2023.9.13 23:12,2023.9.13 23:20,0:01,0:05,0:00,0:08,서울특별시,마포구,126.9412447,37.53654763,기타 수난 ,영등포소방서,구조대,안전조치,가을
2733,2023.9.14 11:30,2023.9.14 11:31,2023.9.14 11:35,2023.9.14 12:08,2023.9.14 12:25,0:01,0:04,0:33,0:17,서울특별시,영등포구,126.9310029,37.53088188,익수,119특수구조단,여의도수난구조대,구급대 인계,가을
2734,2023.9.14 15:11,2023.9.14 15:12,2023.9.14 15:19,2023.9.14 15:50,2023.9.14 16:00,0:01,0:07,0:31,0:10,서울특별시,용산구,127.0111238,37.52908438,익수,강남소방서,영동119안전센터,타기관 인계,가을
2735,2023.9.14 15:47,2023.9.14 15:48,2023.9.14 15:54,2023.9.14 15:59,2023.9.14 16:10,0:01,0:06,0:05,0:11,서울특별시,강동구,127.1150583,37.54241065,수색,광진소방서,현장대응단,인명검색,가을
2736,2023.9.14 15:47,2023.9.14 15:48,2023.9.14 15:58,2023.9.14 15:59,2023.9.14 16:10,0:01,0:10,0:01,0:11,서울특별시,강동구,127.1150583,37.54241065,사체인양,강동소방서,구조대,타 기관처리,가을
2737,2023.9.14 20:22,2023.9.14 20:24,2023.9.14 20:30,2023.9.14 20:32,2023.9.14 20:40,0:02,0:06,0:02,0:08,서울특별시,강남구,127.0216411,37.53535345,수색,용산소방서,구조대,타기관 인계,가을
2738,2023.9.14 20:22,2023.9.14 20:24,2023.9.14 20:29,2023.9.14 20:33,2023.9.14 20:43,0:02,0:05,0:04,0:10,서울특별시,강남구,127.0216411,37.53535345,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,가을
2739,2023.9.14 22:09,2023.9.14 22:10,2023.9.14 22:15,2023.9.14 22:16,2023.9.14 22:25,0:01,0:05,0:01,0:09,서울특별시,마포구,126.9283411,37.54195406,기타 수난 ,영등포소방서,구조대,인명검색,가을
2740,2023.9.14 23:04,2023.9.14 23:06,2023.9.14 23:11,2023.9.14 23:15,2023.9.14 23:27,0:02,0:05,0:04,0:12,서울특별시,송파구,127.093501,37.52172508,기타 수난 ,119특수구조단,뚝섬수난구조대,기타안전조치,가을
2741,2023.9.15 5:16,2023.9.15 5:17,2023.9.15 5:22,2023.9.15 5:25,2023.9.15 5:35,0:01,0:05,0:03,0:10,서울특별시,용산구,126.9496392,37.52908175,수색,용산소방서,구조대,타기관 인계,가을
2742,2023.9.15 10:53,2023.9.15 10:54,2023.9.15 11:00,2023.9.15 11:01,2023.9.15 11:10,0:01,0:06,0:01,0:09,서울특별시,마포구,126.940984,37.53651241,수색,영등포소방서,구조대,타기관 인계,가을
2743,2023.9.15 10:53,2023.9.15 10:54,2023.9.15 10:57,2023.9.15 10:57,2023.9.15 11:10,0:01,0:03,0:00,0:13,서울특별시,마포구,126.940984,37.53651241,기타 수난 ,119특수구조단,여의도수난구조대,기타안전조치,가을
2744,2023.9.16 0:46,2023.9.16 0:47,2023.9.16 0:50,2023.9.16 0:53,2023.9.16 1:00,0:01,0:03,0:03,0:07,서울특별시,마포구,126.9281991,37.54199783,수색,마포소방서,현장대응단,인명검색,가을
2745,2023.9.16 3:29,2023.9.16 3:30,2023.9.16 3:32,2023.9.16 3:53,2023.9.16 3:55,0:01,0:02,0:21,0:02,서울특별시,강남구,127.0559441,37.52781309,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,가을
2746,2023.9.16 5:08,2023.9.16 5:09,2023.9.16 5:13,2023.9.16 5:15,2023.9.16 5:45,0:01,0:04,0:02,0:30,서울특별시,서초구,126.9957202,37.51615431,익수,119특수구조단,반포수난구조대,구급대 인계,가을
2747,2023.9.16 7:26,2023.9.16 7:26,2023.9.16 7:34,2023.9.16 7:34,2023.9.16 7:40,0:00,0:08,0:00,0:06,서울특별시,영등포구,126.8846639,37.5515694,사체인양,마포소방서,성산119안전센터,타기관 인계,가을
2748,2023.9.16 7:26,2023.9.16 7:26,2023.9.16 7:30,2023.9.16 7:33,2023.9.16 7:40,0:00,0:04,0:03,0:07,서울특별시,영등포구,126.8846639,37.5515694,사체인양,119특수구조단,여의도수난구조대,타기관 인계,가을
2749,2023.9.16 20:36,2023.9.16 20:37,2023.9.16 20:42,2023.9.16 20:42,2023.9.16 20:50,0:01,0:05,0:00,0:08,서울특별시,마포구,126.9414147,37.53669526,기타 수난 ,마포소방서,구조대,타기관 인계,가을
2750,2023.9.16 21:59,2023.9.16 22:02,2023.9.16 22:03,2023.9.16 22:04,2023.9.16 22:05,0:03,0:01,0:01,0:01,서울특별시,도봉구,127.037765,37.66174229,고립,도봉소방서,구조대,타 기관처리,가을
2751,2023.9.16 21:59,2023.9.16 22:02,2023.9.16 22:06,2023.9.16 22:14,2023.9.16 22:20,0:03,0:04,0:08,0:06,서울특별시,도봉구,127.037765,37.66174229,침수,도봉소방서,현장대응단,타기관 인계,가을
2752,2023.9.16 22:03,2023.9.16 22:04,2023.9.16 22:15,2023.9.16 22:18,2023.9.16 22:30,0:01,0:11,0:03,0:12,서울특별시,송파구,127.0937558,37.52182841,수색,강남소방서,구조대,인명구조,가을
2753,2023.9.16 22:03,2023.9.16 22:04,2023.9.16 22:09,2023.9.16 22:18,2023.9.16 22:25,0:01,0:05,0:09,0:07,서울특별시,송파구,127.0937558,37.52182841,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,가을
2754,2023.9.17 1:28,2023.9.17 1:29,2023.9.17 1:33,2023.9.17 1:33,2023.9.17 1:33,0:01,0:04,0:00,0:00,서울특별시,용산구,126.9493545,37.52887192,기타 수난 ,119특수구조단,반포수난구조대,자체처리,가을
2755,2023.9.17 3:43,2023.9.17 3:44,2023.9.17 3:49,2023.9.17 3:49,2023.9.17 4:00,0:01,0:05,0:00,0:11,서울특별시,영등포구,126.9028438,37.54223239,기타 수난 ,마포소방서,구조대,타기관 인계,가을
2756,2023.9.17 6:20,2023.9.17 6:21,2023.9.17 6:24,2023.9.17 6:24,2023.9.17 6:24,0:01,0:03,0:00,0:00,서울특별시,용산구,126.9499791,37.52928104,기타 수난 ,119특수구조단,반포수난구조대,자체처리,가을
2757,2023.9.17 19:45,2023.9.17 19:49,2023.9.17 19:57,2023.9.17 20:45,2023.9.17 20:55,0:04,0:08,0:48,0:10,서울특별시,송파구,127.102549,37.53524721,기타 수난 ,강동소방서,구조대,인명검색,가을
2758,2023.9.17 19:47,2023.9.17 19:48,2023.9.17 19:51,2023.9.17 20:10,2023.9.17 20:20,0:01,0:03,0:19,0:10,서울특별시,강남구,127.0227456,37.5336181,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,가을
2759,2023.9.17 21:54,2023.9.17 21:55,2023.9.17 22:00,2023.9.17 22:10,2023.9.17 22:20,0:01,0:05,0:10,0:10,서울특별시,강남구,127.0560121,37.52795722,기타 수난 ,강남소방서,현장대응단,공동대응,가을
2760,2023.9.17 21:54,2023.9.17 21:55,2023.9.17 21:55,2023.9.17 22:10,2023.9.17 22:15,0:01,0:00,0:15,0:05,서울특별시,강남구,127.0560121,37.52795722,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,가을
2761,2023.9.18 0:14,2023.9.18 0:15,2023.9.18 0:19,2023.9.18 0:21,2023.9.18 0:30,0:01,0:04,0:02,0:09,서울특별시,서초구,126.9808471,37.50645822,기타 수난 ,서초소방서,현장대응단,타기관 인계,가을
2762,2023.9.18 0:14,2023.9.18 0:15,2023.9.18 0:19,2023.9.18 0:20,2023.9.18 0:25,0:01,0:04,0:01,0:05,서울특별시,서초구,126.9808471,37.50645822,기타 수난 ,119특수구조단,반포수난구조대,타기관 인계,가을
2763,2023.9.18 10:52,2023.9.18 10:52,2023.9.18 10:57,2023.9.18 11:02,2023.9.18 11:15,0:00,0:05,0:05,0:13,서울특별시,강동구,127.1157066,37.54287658,익수,광진소방서,구조대,타기관 인계,가을
2764,2023.9.18 10:55,2023.9.18 10:56,2023.9.18 11:08,2023.9.18 11:10,2023.9.18 11:25,0:01,0:12,0:02,0:15,서울특별시,송파구,127.1079912,37.53273267,익수,동대문소방서,구조대,기타안전조치,가을
2765,2023.9.18 10:55,2023.9.18 10:56,2023.9.18 11:02,2023.9.18 11:03,2023.9.18 11:20,0:01,0:06,0:01,0:17,서울특별시,송파구,127.1079912,37.53273267,수색,강동소방서,암사119안전센터,인명검색,가을
2766,2023.9.18 10:55,2023.9.18 10:56,2023.9.18 10:56,2023.9.18 10:56,2023.9.18 10:56,0:01,0:00,0:00,0:00,서울특별시,송파구,127.1079912,37.53273267,사체인양,119특수구조단,뚝섬수난구조대,타 기관처리,가을
2767,2023.9.18 10:55,2023.9.18 10:56,2023.9.18 11:00,2023.9.18 11:03,2023.9.18 11:15,0:01,0:04,0:03,0:12,서울특별시,송파구,127.1079912,37.53273267,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,가을
2768,2023.9.18 15:37,2023.9.18 15:39,2023.9.18 15:45,2023.9.18 15:50,2023.9.18 15:55,0:02,0:06,0:05,0:05,서울특별시,용산구,126.97872,37.51359451,수색,용산소방서,서빙고119안전센터,인명검색,가을
2769,2023.9.18 15:37,2023.9.18 15:39,2023.9.18 15:45,2023.9.18 16:14,2023.9.18 16:35,0:02,0:06,0:29,0:21,서울특별시,용산구,126.97872,37.51359451,익수,용산소방서,구조대,구급대 인계,가을
2770,2023.9.18 15:37,2023.9.18 15:39,2023.9.18 15:41,2023.9.18 15:45,2023.9.18 16:15,0:02,0:02,0:04,0:30,서울특별시,용산구,126.97872,37.51359451,익수,119특수구조단,반포수난구조대,구급대 인계,가을
2771,2023.9.18 17:38,2023.9.18 17:41,2023.9.18 17:45,2023.9.18 18:25,2023.9.18 18:30,0:03,0:04,0:40,0:05,서울특별시,서초구,126.9811271,37.5064839,익수,119특수구조단,반포수난구조대,인명검색,가을
2772,2023.9.18 21:49,2023.9.18 21:50,2023.9.18 21:55,2023.9.18 22:06,2023.9.18 22:10,0:01,0:05,0:11,0:04,서울특별시,동작구,126.9548183,37.5124725,익수,119특수구조단,반포수난구조대,타기관 인계,가을
2773,2023.9.18 22:05,2023.9.18 22:07,2023.9.18 22:12,2023.9.18 22:40,2023.9.18 22:45,0:02,0:05,0:28,0:05,서울특별시,광진구,127.0870211,37.52709321,수색,119특수구조단,뚝섬수난구조대,인명검색,가을
2774,2023.9.18 23:22,2023.9.18 23:24,2023.9.18 23:28,2023.9.18 23:30,2023.9.18 23:35,0:02,0:04,0:02,0:05,서울특별시,서초구,126.9969243,37.51369562,익수,119특수구조단,반포수난구조대,타기관 인계,가을
2775,2023.9.18 23:44,2023.9.18 23:44,2023.9.18 23:49,2023.9.18 23:49,2023.9.18 23:55,0:00,0:05,0:00,0:06,서울특별시,송파구,127.0927069,37.52309421,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,가을
2776,2023.9.18 23:44,2023.9.18 23:44,2023.9.18 23:48,2023.9.18 23:48,2023.9.18 23:55,0:00,0:04,0:00,0:07,서울특별시,송파구,127.0927069,37.52309421,기타 수난 ,119특수구조단,광나루수난구조대,기타안전조치,가을
2777,2023.9.19 1:02,2023.9.19 1:04,2023.9.19 1:09,2023.9.19 1:13,2023.9.19 1:23,0:02,0:05,0:04,0:10,서울특별시,영등포구,126.9419165,37.52119777,수색,영등포소방서,구조대,타기관 인계,가을
2778,2023.9.19 1:54,2023.9.19 1:56,2023.9.19 1:59,2023.9.19 2:05,2023.9.19 2:10,0:02,0:03,0:06,0:05,서울특별시,서초구,126.980573,37.50644022,익수,119특수구조단,반포수난구조대,타기관 인계,가을
2779,2023.9.19 3:53,2023.9.19 3:54,2023.9.19 4:01,2023.9.19 4:09,2023.9.19 4:18,0:01,0:07,0:08,0:09,서울특별시,영등포구,126.9003796,37.53826329,수색,영등포소방서,구조대,타기관 인계,가을
2780,2023.9.19 5:16,2023.9.19 5:18,2023.9.19 5:23,2023.9.19 5:40,2023.9.19 5:45,0:02,0:05,0:17,0:05,서울특별시,마포구,126.9417119,37.53686404,익수,119특수구조단,반포수난구조대,타기관 인계,가을
2781,2023.9.19 7:29,2023.9.19 7:31,2023.9.19 7:43,2023.9.19 7:43,2023.9.19 8:00,0:02,0:12,0:00,0:17,서울특별시,강서구,126.859358,37.56712432,수색,마포소방서,상암119안전센터,인명검색,가을
2782,2023.9.19 15:27,2023.9.19 15:28,2023.9.19 15:34,2023.9.19 15:37,2023.9.19 15:45,0:01,0:06,0:03,0:08,서울특별시,마포구,126.9411746,37.53646468,기타 수난 ,마포소방서,구조대,타기관 인계,가을
2783,2023.9.19 15:53,2023.9.19 15:53,2023.9.19 15:57,2023.9.19 16:05,2023.9.19 16:10,0:00,0:04,0:08,0:05,서울특별시,서초구,126.9962223,37.51269574,사체인양,119특수구조단,반포수난구조대,타기관 인계,가을
2784,2023.9.19 18:26,2023.9.19 18:26,2023.9.19 18:29,2023.9.19 18:55,2023.9.19 18:55,0:00,0:03,0:26,0:00,서울특별시,강서구,126.8593201,37.5669265,수색,강서소방서,현장대응단,인명검색,가을
2785,2023.9.19 23:20,2023.9.19 23:21,2023.9.19 23:27,2023.9.19 23:31,2023.9.19 23:39,0:01,0:06,0:04,0:08,서울특별시,서초구,126.9969413,37.51360552,기타 수난 ,서초소방서,구조대,타기관 인계,가을
2786,2023.9.19 23:58,2023.9.20 0:01,2023.9.20 0:07,2023.9.20 0:11,2023.9.20 0:16,0:03,0:06,0:04,0:05,서울특별시,영등포구,126.9391687,37.52303659,기타 수난 ,영등포소방서,구조대,타기관 인계,가을
2787,2023.9.20 7:13,2023.9.20 7:14,2023.9.20 7:20,2023.9.20 7:26,2023.9.20 7:35,0:01,0:06,0:06,0:09,서울특별시,영등포구,126.8862035,37.55164092,사체인양,강서소방서,구조대,타기관 인계,가을
2788,2023.9.20 9:26,2023.9.20 9:28,2023.9.20 9:34,2023.9.20 9:41,2023.9.20 9:53,0:02,0:06,0:07,0:12,서울특별시,마포구,126.8965069,37.55394436,기타 수난 ,영등포소방서,구조대,인명검색,가을
2789,2023.9.20 11:35,2023.9.20 11:36,2023.9.20 11:39,2023.9.20 11:45,2023.9.20 11:55,0:01,0:03,0:06,0:10,서울특별시,마포구,126.9410388,37.53653669,기타 수난 ,마포소방서,염리119안전센터,타기관 인계,가을
2790,2023.9.20 18:09,2023.9.20 18:09,2023.9.20 18:17,2023.9.20 18:17,2023.9.20 18:30,0:00,0:08,0:00,0:13,서울특별시,영등포구,126.8873999,37.53969517,익수,강서소방서,구조대,타 기관처리,가을
2791,2023.9.20 19:01,2023.9.20 20:41,2023.9.20 20:45,2023.9.20 20:45,2023.9.20 22:10,1:40,0:04,0:00,1:25,서울특별시,영등포구,126.9350285,37.52847379,기타 수난 ,119특수구조단,여의도수난구조대,기타안전조치,가을
2792,2023.9.21 5:00,2023.9.21 5:01,2023.9.21 5:06,2023.9.21 5:20,2023.9.21 5:30,0:01,0:05,0:14,0:10,서울특별시,성동구,127.017292,37.5409637,침수,성동소방서,구조대,시설물,가을
2793,2023.9.21 10:48,2023.9.21 10:49,2023.9.21 10:58,2023.9.21 11:10,2023.9.21 11:15,0:01,0:09,0:12,0:05,서울특별시,강남구,127.021313,37.53558777,기타 수난 ,용산소방서,구조대,타기관 인계,가을
2794,2023.9.21 10:48,2023.9.21 10:49,2023.9.21 10:58,2023.9.21 11:05,2023.9.21 11:10,0:01,0:09,0:07,0:05,서울특별시,강남구,127.021313,37.53558777,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,가을
2795,2023.9.21 15:29,2023.9.21 15:29,2023.9.21 15:29,2023.9.21 15:29,2023.9.21 15:29,0:00,0:00,0:00,0:00,서울특별시,송파구,127.1045212,37.52713298,사체인양,119특수구조단,뚝섬수난구조대,타 기관처리,가을
2796,2023.9.21 15:29,2023.9.21 15:29,2023.9.21 15:34,2023.9.21 15:40,2023.9.21 15:50,0:00,0:05,0:06,0:10,서울특별시,송파구,127.1045212,37.52713298,사체인양,119특수구조단,광나루수난구조대,기타안전조치,가을
2797,2023.9.21 20:41,2023.9.21 20:43,2023.9.21 20:46,2023.9.21 20:48,2023.9.21 20:50,0:02,0:03,0:02,0:02,서울특별시,송파구,127.114756,37.5421574,기타 수난 ,119특수구조단,광나루수난구조대,기타안전조치,가을
2798,2023.9.21 22:28,2023.9.21 22:29,2023.9.21 22:32,2023.9.21 22:35,2023.9.21 22:45,0:01,0:03,0:03,0:10,서울특별시,서초구,126.9957997,37.5159103,익수,119특수구조단,반포수난구조대,타기관 인계,가을
2799,2023.9.21 23:15,2023.9.21 23:15,2023.9.21 23:18,2023.9.21 23:24,2023.9.21 23:30,0:00,0:03,0:06,0:06,서울특별시,성동구,127.0350209,37.53698397,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,가을
2800,2023.9.22 0:08,2023.9.22 0:09,2023.9.22 0:19,2023.9.22 0:58,2023.9.22 1:10,0:01,0:10,0:39,0:12,서울특별시,금천구,126.9004997,37.46443626,수색,영등포소방서,구조대,타기관 인계,가을
2801,2023.9.22 19:34,2023.9.22 19:35,2023.9.22 19:41,2023.9.22 19:41,2023.9.22 19:52,0:01,0:06,0:00,0:11,서울특별시,마포구,126.9412313,37.53649083,기타 수난 ,영등포소방서,구조대,타기관 인계,가을
2802,2023.9.22 20:32,2023.9.22 20:44,2023.9.22 20:47,2023.9.22 21:20,2023.9.22 21:25,0:12,0:03,0:33,0:05,서울특별시,동작구,126.9569994,37.5148985,기타 수난 ,119특수구조단,수난구조대,타기관 인계,가을
2803,2023.9.22 21:03,2023.9.22 21:04,2023.9.22 21:08,2023.9.22 21:08,2023.9.22 21:13,0:01,0:04,0:00,0:05,서울특별시,영등포구,126.9029718,37.54233259,기타 수난 ,영등포소방서,구조대,타기관 인계,가을
2804,2023.9.22 22:29,2023.9.22 22:29,2023.9.22 22:34,2023.9.22 22:45,2023.9.22 22:50,0:00,0:05,0:11,0:05,서울특별시,송파구,127.0910532,37.52503715,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,가을
2805,2023.9.22 23:42,2023.9.22 23:44,2023.9.22 23:49,2023.9.22 23:49,2023.9.23 0:10,0:02,0:05,0:00,0:21,서울특별시,마포구,126.9412334,37.53651787,기타 수난 ,영등포소방서,구조대,타기관 인계,가을
2806,2023.9.23 12:28,2023.9.23 12:31,2023.9.23 12:32,2023.9.23 12:42,2023.9.23 13:00,0:03,0:01,0:10,0:18,서울특별시,강남구,127.02181,37.5351864,기타 수난 ,용산소방서,서빙고119안전센터,타기관 인계,가을
2807,2023.9.23 12:28,2023.9.23 12:31,2023.9.23 12:32,2023.9.23 12:42,2023.9.23 13:00,0:03,0:01,0:10,0:18,서울특별시,강남구,127.02181,37.5351864,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,가을
2808,2023.9.23 12:41,2023.9.23 12:44,2023.9.23 12:48,2023.9.23 12:48,2023.9.23 13:20,0:03,0:04,0:00,0:32,서울특별시,영등포구,126.8917988,37.54890283,기타 수난 ,119특수구조단,여의도수난구조대,보호자 인계,가을
2809,2023.9.23 16:07,2023.9.23 16:08,2023.9.23 16:12,2023.9.23 16:29,2023.9.23 16:45,0:01,0:04,0:17,0:16,서울특별시,영등포구,126.9018905,37.54092065,기타 수난 ,영등포소방서,구조대,인명검색,가을
2810,2023.9.23 18:10,2023.9.23 18:11,2023.9.23 18:13,2023.9.23 18:20,2023.9.23 19:00,0:01,0:02,0:07,0:40,서울특별시,성동구,127.0438271,37.55293497,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,가을
2811,2023.9.23 19:00,2023.9.23 19:01,2023.9.23 19:10,2023.9.23 19:15,2023.9.23 21:06,0:01,0:09,0:05,1:51,서울특별시,강남구,127.0231341,37.53303466,기타 수난 ,119특수구조단,뚝섬수난구조대,타기관 인계,가을
2812,2023.9.23 19:12,2023.9.23 19:13,2023.9.23 19:17,2023.9.23 19:18,2023.9.23 19:35,0:01,0:04,0:01,0:17,서울특별시,마포구,126.9418376,37.53657399,기타 수난 ,영등포소방서,구조대,인명검색,가을
2813,2023.9.23 19:12,2023.9.23 19:13,2023.9.23 19:18,2023.9.23 19:25,2023.9.23 19:37,0:01,0:05,0:07,0:12,서울특별시,마포구,126.9418376,37.53657399,기타 수난 ,마포소방서,염리119안전센터,타기관 인계,가을
2814,2023.9.23 19:12,2023.9.23 19:13,2023.9.23 19:18,2023.9.23 19:18,2023.9.23 19:30,0:01,0:05,0:00,0:12,서울특별시,마포구,126.9418376,37.53657399,기타 수난 ,마포소방서,구조대,타 기관처리,가을
2815,2023.9.23 21:21,2023.9.23 21:22,2023.9.23 21:28,2023.9.23 21:37,2023.9.23 21:55,0:01,0:06,0:09,0:18,서울특별시,마포구,126.9420254,37.53697487,기타 수난 ,영등포소방서,구조대,인명검색,가을
2816,2023.9.23 21:21,2023.9.23 21:22,2023.9.23 21:26,2023.9.23 21:42,2023.9.23 21:48,0:01,0:04,0:16,0:06,서울특별시,마포구,126.9420254,37.53697487,기타 수난 ,마포소방서,염리119안전센터,타기관 인계,가을
2817,2023.9.24 1:47,2023.9.24 1:50,2023.9.24 1:56,2023.9.24 2:05,2023.9.24 2:15,0:03,0:06,0:09,0:10,서울특별시,마포구,126.9417752,37.53703008,기타 수난 ,영등포소방서,구조대,타기관 인계,가을
2818,2023.9.24 1:51,2023.9.24 1:52,2023.9.24 2:03,2023.9.24 2:10,2023.9.24 2:20,0:01,0:11,0:07,0:10,서울특별시,동작구,126.9496198,37.51744492,기타 수난 ,동작소방서,노량진119안전센터,구급대 인계,가을
2819,2023.9.24 13:03,2023.9.24 13:04,2023.9.24 13:04,2023.9.24 13:04,2023.9.24 13:04,0:01,0:00,0:00,0:00,서울특별시,강남구,127.0626034,37.52323578,고립,119특수구조단,뚝섬수난구조대,기타안전조치,가을
2820,2023.9.24 13:03,2023.9.24 13:05,2023.9.24 13:06,2023.9.24 13:06,2023.9.24 13:08,0:02,0:01,0:00,0:02,서울특별시,광진구,127.0645868,37.52713232,침몰,119특수구조단,광나루수난구조대,타 기관처리,가을
2821,2023.9.24 13:04,2023.9.24 13:05,2023.9.24 13:07,2023.9.24 13:25,2023.9.24 13:30,0:01,0:02,0:18,0:05,서울특별시,강남구,127.0626034,37.52323578,고립,119특수구조단,뚝섬수난구조대,기타안전조치,가을
2822,2023.9.24 16:03,2023.9.24 16:03,2023.9.24 16:08,2023.9.24 16:08,2023.9.24 16:10,0:00,0:05,0:00,0:02,서울특별시,강동구,127.1613123,37.57514897,사체인양,중랑소방서,구조대,타 기관처리,가을
2823,2023.9.24 16:03,2023.9.24 16:03,2023.9.24 16:08,2023.9.24 16:15,2023.9.24 16:25,0:00,0:05,0:07,0:10,서울특별시,강동구,127.1613123,37.57514897,사체인양,119특수구조단,광나루수난구조대,타기관 인계,가을
2824,2023.9.24 19:39,2023.9.24 19:41,2023.9.24 19:51,2023.9.24 20:06,2023.9.24 20:25,0:02,0:10,0:15,0:19,서울특별시,광진구,127.0886208,37.52726025,수색,광진소방서,구조대,인명검색,가을
2825,2023.9.24 19:39,2023.9.24 19:41,2023.9.24 19:47,2023.9.24 19:55,2023.9.24 20:00,0:02,0:06,0:08,0:05,서울특별시,광진구,127.0886208,37.52726025,기타 수난 ,119특수구조단,뚝섬수난구조대,인명검색,가을
2826,2023.9.24 19:39,2023.9.24 19:41,2023.9.24 19:46,2023.9.24 20:00,2023.9.24 20:10,0:02,0:05,0:14,0:10,서울특별시,광진구,127.0886208,37.52726025,기타 수난 ,119특수구조단,광나루수난구조대,기타안전조치,가을
2827,2023.9.24 21:22,2023.9.24 21:23,2023.9.24 21:25,2023.9.24 21:33,2023.9.24 21:35,0:01,0:02,0:08,0:02,서울특별시,강동구,127.1145217,37.54434299,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,가을
2828,2023.9.25 0:05,2023.9.25 0:06,2023.9.25 0:12,2023.9.25 0:21,2023.9.25 0:25,0:01,0:06,0:09,0:04,서울특별시,동작구,126.9566993,37.51461627,기타 수난 ,용산소방서,구조대,타기관 인계,가을
2829,2023.9.25 0:05,2023.9.25 0:06,2023.9.25 0:11,2023.9.25 0:21,2023.9.25 0:25,0:01,0:05,0:10,0:04,서울특별시,동작구,126.9566993,37.51461627,익수,119특수구조단,반포수난구조대,타기관 인계,가을
2830,2023.9.25 3:55,2023.9.25 3:56,2023.9.25 3:59,2023.9.25 4:04,2023.9.25 4:15,0:01,0:03,0:05,0:11,서울특별시,마포구,126.9412084,37.53637756,수색,영등포소방서,구조대,타기관 인계,가을
2831,2023.9.25 4:29,2023.9.25 4:31,2023.9.25 4:39,2023.9.25 4:54,2023.9.25 5:00,0:02,0:08,0:15,0:06,서울특별시,영등포구,126.9013982,37.54029572,수색,영등포소방서,구조대,구급대 인계,가을
2832,2023.9.25 10:14,2023.9.25 10:15,2023.9.25 10:18,2023.9.25 10:19,2023.9.25 10:30,0:01,0:03,0:01,0:11,서울특별시,서초구,126.9813137,37.50563184,기타 수난 ,서초소방서,구조대,타기관 인계,가을
2833,2023.9.25 11:08,2023.9.25 11:11,2023.9.25 11:13,2023.9.25 11:20,2023.9.25 11:30,0:03,0:02,0:07,0:10,서울특별시,송파구,127.1133478,37.54254169,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,가을
2834,2023.9.25 11:49,2023.9.25 11:51,2023.9.25 11:56,2023.9.25 12:49,2023.9.25 12:49,0:02,0:05,0:53,0:00,서울특별시,송파구,127.0933088,37.52220849,기타 수난 ,119특수구조단,광나루수난구조대,인명검색,가을
2835,2023.9.25 16:54,2023.9.25 16:58,2023.9.25 17:04,2023.9.25 17:12,2023.9.25 17:20,0:04,0:06,0:08,0:08,서울특별시,동작구,126.9305473,37.5019059,침수,동작소방서,상도119안전센터,인명대피,가을
2836,2023.9.25 21:00,2023.9.25 21:01,2023.9.25 21:11,2023.9.25 21:19,2023.9.25 21:25,0:01,0:10,0:08,0:06,서울특별시,영등포구,126.9319496,37.53007564,기타 수난 ,마포소방서,구조대,인명검색,가을
2837,2023.9.25 22:55,2023.9.25 22:56,2023.9.25 23:01,2023.9.25 23:30,2023.9.25 23:30,0:01,0:05,0:29,0:00,서울특별시,광진구,127.0954862,37.53301795,기타 수난 ,119특수구조단,광나루수난구조대,구급대 인계,가을
2838,2023.9.26 0:31,2023.9.26 0:32,2023.9.26 0:36,2023.9.26 0:40,2023.9.26 0:50,0:01,0:04,0:04,0:10,서울특별시,송파구,127.0984442,37.52148033,기타 수난 ,119특수구조단,광나루수난구조대,타기관 인계,가을
